SAMPLE_ID, SAMPLE_NAME, GENE_NAME, REGULATION, Z_SCORE, ID_STUDY
2198026,TCGA-CG-5724-01,HRAS,over,       3.426,541
1913983,TCGA-44-7661-01,HRAS,normal,       0.551,417
2187876,TCGA-A2-A4S1-01,HRAS,normal,       0.773,414
2193242,TCGA-E5-A4TZ-01,HRAS,normal,       0.310,413
2457388,TCGA-DF-A2KN-01,HRAS,normal,      -0.245,419
2385758,TCGA-E7-A7DU-01,HRAS,normal,      -0.198,413
2193529,TCGA-CV-7178-01,HRAS,normal,      -0.779,627
2194411,TCGA-FG-6692-01,HRAS,normal,       1.598,545
2193598,TCGA-CN-5365-01,HRAS,normal,       0.345,627
1651029,TCGA-AA-3697-01,HRAS,normal,      -0.024,376
2193358,TCGA-EA-A1QS-01,HRAS,normal,      -0.686,415
1914069,TCGA-78-7167-01,HRAS,normal,       0.756,417
2198249,TCGA-EL-A4K9-01,HRAS,normal,       0.480,542
2121606,TCGA-EB-A4IQ-01,HRAS,normal,       0.492,540
2121981,TCGA-EL-A3GW-01,HRAS,normal,      -0.079,542
2121995,TCGA-EL-A3T0-01,HRAS,normal,       0.018,542
1900252,TCGA-EW-A1PA-01,HRAS,normal,      -0.418,414
2193342,TCGA-C5-A1M8-01,HRAS,normal,       0.186,415
2195037,TCGA-43-7657-01,HRAS,normal,       0.234,418
2122088,TCGA-EM-A4FM-01,HRAS,normal,       0.600,542
2196374,TCGA-13-0799-01,HRAS,over,       2.075,331
1910206,TCGA-06-0211-01,HRAS,normal,      -0.644,329
2339741,TCGA-BF-A3DJ-01,HRAS,normal,      -0.162,540
2269913,TCGA-KL-8336-01,HRAS,normal,       0.564,634
2121950,TCGA-E8-A433-01,HRAS,normal,       1.350,542
2270266,TCGA-N8-A4PP-01,HRAS,under,      -2.157,636
1651639,TCGA-F5-6813-01,HRAS,normal,      -1.117,375
2120485,TCGA-BP-4777-01,HRAS,normal,      -0.167,416
2339200,TCGA-XF-A8HI-01,HRAS,normal,      -0.559,413
1780932,TCGA-22-4613-01,HRAS,normal,       0.391,418
1899984,TCGA-BH-A1FL-01,HRAS,normal,      -0.742,414
2194626,TCGA-EP-A2KC-01,HRAS,normal,      -0.490,628
2193640,TCGA-P3-A5QE-01,HRAS,normal,      -0.576,627
2385836,TCGA-WA-A7GZ-01,HRAS,normal,       1.047,627
2193793,TCGA-CV-7423-01,HRAS,normal,      -0.420,627
2270273,TCGA-OR-A5JL-01,HRAS,normal,      -1.845,631
2195027,TCGA-52-7622-01,HRAS,normal,       0.302,418
2339187,TCGA-FD-A6TK-01,HRAS,normal,       0.590,413
1779863,TCGA-B0-5706-01,HRAS,normal,      -0.581,416
2194401,TCGA-HT-7688-01,HRAS,normal,      -0.134,545
2196512,TCGA-F2-7273-01,HRAS,normal,      -0.961,629
2386203,TCGA-VS-A9UP-01,HRAS,normal,      -0.388,415
2193400,TCGA-IR-A3LF-01,HRAS,normal,      -1.007,415
1899846,TCGA-AR-A24X-01,HRAS,normal,      -0.670,414
2385809,TCGA-T2-A6WZ-01,HRAS,normal,       1.224,627
2263090,TCGA-S9-A7QW-01,HRAS,normal,       0.902,545
2198123,TCGA-CD-A4MG-01,HRAS,over,       2.680,541
2194336,TCGA-HW-7489-01,HRAS,normal,       0.539,545
2386276,TCGA-P5-A72Z-01,HRAS,normal,      -0.430,545
2122143,TCGA-FE-A234-01,HRAS,normal,      -0.612,542
1899656,TCGA-A7-A0CJ-01,HRAS,normal,       0.741,414
2187795,TCGA-BH-A1FB-01,HRAS,normal,      -0.778,414
1650406,TCGA-AB-2914-03,HRAS,normal,      -1.275,377
2457461,TCGA-HZ-A9TJ-01,HRAS,normal,      -0.034,629
1915874,TCGA-EJ-7794-01,HRAS,normal,      -0.849,435
