SAMPLE_ID, SAMPLE_NAME, GENE_NAME, REGULATION, Z_SCORE
905956,SK-MEL-5,TMEM117,over,       2.797
905956,SK-MEL-5,RAB6B,over,       2.996
905956,SK-MEL-5,AKIRIN1,normal,       0.974
905956,SK-MEL-5,ARHGEF11,normal,       1.715
905956,SK-MEL-5,MARK2,normal,      -1.766
905956,SK-MEL-5,KRTAP8-1,normal,       0.881
905956,SK-MEL-5,SLC7A8,normal,       0.638
905956,SK-MEL-5,EN1,normal,      -0.810
905956,SK-MEL-5,ATP8B2,normal,       0.660
905956,SK-MEL-5,RBM24,normal,       0.381
905956,SK-MEL-5,KLHDC8B,normal,       0.170
905956,SK-MEL-5,CHEK1,normal,      -0.961
905956,SK-MEL-5,GGCT,normal,       0.880
905956,SK-MEL-5,PODXL2,normal,       1.440
905956,SK-MEL-5,DCK,normal,      -1.216
905956,SK-MEL-5,PAICS,normal,      -1.421
905956,SK-MEL-5,IMPG1,normal,      -0.999
905956,SK-MEL-5,KLC1,normal,      -0.383
905956,SK-MEL-5,HLA-DOA,normal,      -0.345
905956,SK-MEL-5,HDLBP,normal,       0.403
905956,SK-MEL-5,RCHY1,normal,       0.340
905956,SK-MEL-5,TSPAN9,normal,       0.745
905956,SK-MEL-5,LRRC42,normal,      -0.874
905956,SK-MEL-5,ARMCX2,normal,       0.806
905956,SK-MEL-5,UBXN11,normal,      -0.797
905956,SK-MEL-5,AADAC,normal,      -0.424
905956,SK-MEL-5,ZNF335,normal,      -0.658
905956,SK-MEL-5,ANKRD52,normal,       1.088
905956,SK-MEL-5,EFCAB13,normal,       0.816
905956,SK-MEL-5,UBE2T,normal,      -0.250
905956,SK-MEL-5,LYRM7,normal,      -0.448
905956,SK-MEL-5,MRPS30,normal,       1.392
905956,SK-MEL-5,SERINC1,normal,       0.627
905956,SK-MEL-5,SNCG,normal,      -1.084
905956,SK-MEL-5,PPP2R5A,normal,       0.879
905956,SK-MEL-5,TRIM31,normal,       0.163
905956,SK-MEL-5,VPS54,normal,       1.122
905956,SK-MEL-5,ABCB8,normal,      -0.368
905956,SK-MEL-5,COQ8A_ENST00000366777,normal,      -0.432
905956,SK-MEL-5,CFAP100_ENST00000393425,normal,       0.726
905956,SK-MEL-5,NETO2,normal,       0.142
905956,SK-MEL-5,ROPN1L,normal,       0.428
905956,SK-MEL-5,TLR3,normal,      -0.056
905956,SK-MEL-5,AGBL5,normal,       0.351
905956,SK-MEL-5,C11orf58,normal,      -0.137
905956,SK-MEL-5,PRKCQ,normal,      -0.845
905956,SK-MEL-5,PALM3,normal,      -0.325
905956,SK-MEL-5,ZNF792,normal,       0.161
905956,SK-MEL-5,SMAD4,normal,      -0.817
905956,SK-MEL-5,CCDC88B,normal,      -1.006
905956,SK-MEL-5,MAF,normal,       0.888
905956,SK-MEL-5,MYPN,normal,      -0.463
905956,SK-MEL-5,TSPAN31,normal,       1.254
905956,SK-MEL-5,ZBTB10,normal,       0.104
905956,SK-MEL-5,S100A2,normal,       0.685
905956,SK-MEL-5,MRGPRX1,normal,      -0.787
905956,SK-MEL-5,EBPL,normal,      -0.601
905956,SK-MEL-5,FGA,normal,      -0.590
905956,SK-MEL-5,NAP1L3,normal,       0.219
905956,SK-MEL-5,NEFH,normal,       1.296
905956,SK-MEL-5,SPIN3,normal,      -0.033
905956,SK-MEL-5,ZNF232,normal,      -1.305
905956,SK-MEL-5,C1orf43,over,       2.166
905956,SK-MEL-5,FN3K,normal,      -1.070
905956,SK-MEL-5,TINF2,normal,      -0.256
905956,SK-MEL-5,NFKBID,normal,      -1.958
905956,SK-MEL-5,CHAD,normal,      -0.982
905956,SK-MEL-5,VWA3A,normal,      -0.733
905956,SK-MEL-5,SPRED1,normal,       0.804
905956,SK-MEL-5,NDE1,normal,      -0.456
905956,SK-MEL-5,SLC2A7,normal,       0.096
905956,SK-MEL-5,PTMS,normal,      -1.083
905956,SK-MEL-5,TET1,normal,       0.296
